N,E
3331713.005606,472778.170401
3331713.365601,472777.237446
3331713.725712,472776.304537
3331714.085940,472775.371673
3331714.446284,472774.438853
3331714.806745,472773.506079
3331715.167323,472772.573350
3331715.528017,472771.640666
3331715.888828,472770.708027
3331716.249755,472769.775433
3331716.610799,472768.842884
3331716.971960,472767.910380
3331717.333237,472766.977922
3331717.694631,472766.045509
3331718.056141,472765.113140
3331718.417768,472764.180818
3331718.779511,472763.248540
3331719.141371,472762.316307
3331719.503347,472761.384120
3331719.865440,472760.451978
3331720.227650,472759.519881
3331720.589976,472758.587830
3331720.952418,472757.655824
3331721.314977,472756.723863
3331721.677652,472755.791947
3331722.040444,472754.860077
3331722.403352,472753.928252
3331722.766377,472752.996473
3331723.129519,472752.064739
3331723.492776,472751.133050
3331723.856151,472750.201407
3331724.219641,472749.269809
3331724.583248,472748.338256
3331724.946972,472747.406750
3331725.310812,472746.475288
3331725.674768,472745.543872
3331726.038841,472744.612502
3331726.403031,472743.681177
3331726.767336,472742.749897
3331727.131758,472741.818663
3331727.496297,472740.887475
3331727.860952,472739.956332
3331728.225723,472739.025235
3331728.590611,472738.094184
3331728.955615,472737.163178
3331729.320735,472736.232217
3331729.685972,472735.301303
3331730.051325,472734.370434
3331730.416795,472733.439610
3331730.782381,472732.508833
3331731.148083,472731.578101
3331731.513901,472730.647415
3331731.879836,472729.716774
3331732.245887,472728.786180
3331732.612055,472727.855631
3331732.978339,472726.925127
3331733.344739,472725.994670
3331733.711255,472725.064259
3331734.077888,472724.133893
3331734.444637,472723.203573
3331734.811503,472722.273299
3331735.178484,472721.343071
3331735.545582,472720.412888
3331735.912796,472719.482752
3331736.280127,472718.552661
3331736.647573,472717.622617
3331737.015136,472716.692618
3331737.382815,472715.762665
3331737.750611,472714.832759
3331738.118522,472713.902898
3331738.486550,472712.973083
3331738.854694,472712.043314
3331739.222955,472711.113592
3331739.591331,472710.183915
3331739.959824,472709.254284
3331740.328433,472708.324700
3331740.697158,472707.395161
3331741.066000,472706.465669
3331741.434957,472705.536223
3331741.804031,472704.606823
3331742.173221,472703.677469
3331742.542527,472702.748161
3331742.911949,472701.818899
3331743.281487,472700.889684
3331743.651142,472699.960514
3331744.020912,472699.031391
3331744.390799,472698.102315
3331744.760802,472697.173284
3331745.130921,472696.244300
3331745.501156,472695.315362
3331745.871508,472694.386470
3331746.241975,472693.457624
3331746.612558,472692.528825
3331746.983258,472691.600072
3331747.354074,472690.671366
3331747.725005,472689.742706
3331748.096053,472688.814092
3331748.467217,472687.885525
3331748.838497,472686.957004
3331749.209893,472686.028529
3331749.581405,472685.100101
3331749.953033,472684.171719
3331750.324778,472683.243384
3331750.696638,472682.315095
3331751.068614,472681.386853
3331751.440706,472680.458657
3331751.812915,472679.530508
3331752.185239,472678.602405
3331752.557679,472677.674349
3331752.930236,472676.746340
3331753.302908,472675.818377
3331753.675696,472674.890460
3331754.048601,472673.962591
3331754.421621,472673.034767
3331754.794757,472672.106991
3331755.168010,472671.179261
3331755.541378,472670.251578
3331755.914862,472669.323941
3331756.288462,472668.396351
3331756.662178,472667.468808
3331757.036010,472666.541312
3331757.409958,472665.613862
3331757.784022,472664.686459
3331758.158202,472663.759103
3331758.532497,472662.831793
3331758.906909,472661.904531
3331759.281437,472660.977315
3331759.656080,472660.050146
3331760.030839,472659.123024
3331760.405715,472658.195949
3331760.780706,472657.268920
3331761.155813,472656.341939
3331761.531035,472655.415004
3331761.906374,472654.488116
3331762.281829,472653.561276
3331762.657399,472652.634482
3331763.033085,472651.707735
3331763.408887,472650.781035
3331763.784805,472649.854382
3331764.160839,472648.927776
3331764.536989,472648.001217
3331764.913254,472647.074705
3331765.289635,472646.148240
3331765.666132,472645.221822
3331766.042745,472644.295452
3331766.419474,472643.369128
3331766.796318,472642.442851
3331767.173278,472641.516622
3331767.550354,472640.590439
3331767.927546,472639.664304
3331768.304853,472638.738216
3331768.682277,472637.812175
3331769.059816,472636.886182
3331769.437470,472635.960235
3331769.815241,472635.034336
3331770.193127,472634.108484
3331770.571129,472633.182679
3331770.949247,472632.256922
3331771.327480,472631.331211
3331771.705829,472630.405548
3331772.084294,472629.479933
3331772.462874,472628.554364
3331772.841571,472627.628843
3331773.220382,472626.703369
3331773.599310,472625.777943
3331773.978353,472624.852564
3331774.357512,472623.927233
3331774.736787,472623.001948
3331775.116177,472622.076712
3331775.495683,472621.151522
3331775.875304,472620.226380
3331776.255041,472619.301286
3331776.634894,472618.376239
3331777.014863,472617.451240
3331777.394947,472616.526288
3331777.775146,472615.601383
3331778.155462,472614.676526
3331778.535892,472613.751717
3331778.916439,472612.826955
3331779.297101,472611.902241
3331779.677879,472610.977574
3331780.058772,472610.052955
3331780.439781,472609.128384
3331780.820905,472608.203860
3331781.202145,472607.279384
3331781.583500,472606.354956
3331781.964972,472605.430575
3331782.346558,472604.506242
3331782.728260,472603.581956
3331783.110078,472602.657719
3331783.492011,472601.733529
3331783.874060,472600.809386
3331784.256224,472599.885292
3331784.638504,472598.961245
3331785.020899,472598.037246
3331785.403410,472597.113295
3331785.786036,472596.189392
3331786.168778,472595.265537
3331786.551635,472594.341729
3331786.934607,472593.417970
3331787.317696,472592.494258
3331787.700899,472591.570594
3331788.084218,472590.646978
3331788.467653,472589.723410
3331788.851203,472588.799890
3331789.234868,472587.876417
3331789.618649,472586.952993
3331790.002545,472586.029617
3331790.386557,472585.106289
3331790.770684,472584.183009
3331791.154926,472583.259776
3331791.539284,472582.336592
3331791.923757,472581.413456
3331792.308346,472580.490368
3331792.693050,472579.567328
3331793.077869,472578.644336
3331793.462804,472577.721392
3331793.847854,472576.798497
3331794.233020,472575.875649
3331794.618301,472574.952850
3331795.003697,472574.030099
3331795.389208,472573.107396
3331795.774835,472572.184741
3331796.160578,472571.262134
3331796.546435,472570.339576
3331796.932408,472569.417066
3331797.318496,472568.494604
3331797.704700,472567.572190
3331798.091018,472566.649825
3331798.477452,472565.727508
3331798.864002,472564.805239
3331799.250666,472563.883019
3331799.637446,472562.960847
3331800.024341,472562.038723
3331800.411352,472561.116648
3331800.798477,472560.194621
3331801.185718,472559.272642
3331801.573075,472558.350712
3331801.960546,472557.428830
3331802.348133,472556.506997
3331802.735835,472555.585212
3331803.123652,472554.663476
3331803.511584,472553.741788
3331803.899631,472552.820148
3331804.287794,472551.898558
3331804.676072,472550.977015
3331805.064465,472550.055522
3331805.452973,472549.134076
3331805.841597,472548.212680
3331806.230336,472547.291332
3331806.619189,472546.370032
3331807.008158,472545.448781
3331807.397242,472544.527579
3331807.786442,472543.606425
3331808.175756,472542.685320
3331808.565186,472541.764264
3331808.954730,472540.843257
3331809.344390,472539.922298
3331809.734165,472539.001388
3331810.124055,472538.080526
3331810.514060,472537.159713
3331810.904180,472536.238950
3331811.294416,472535.318234
3331811.684766,472534.397568
3331812.075232,472533.476950
3331812.465812,472532.556382
3331812.856508,472531.635862
3331813.247318,472530.715391
3331813.638244,472529.794968
3331814.029285,472528.874595
3331814.420441,472527.954271
3331814.811712,472527.033995
3331815.203098,472526.113768
3331815.594598,472525.193591
3331815.986214,472524.273462
3331816.377945,472523.353382
3331816.769791,472522.433351
3331817.161752,472521.513369
3331817.553828,472520.593437
3331817.946019,472519.673553
3331818.338325,472518.753718
3331818.730746,472517.833932
3331819.123282,472516.914196
3331819.515933,472515.994508
3331819.908699,472515.074869
3331820.301579,472514.155280
3331820.694575,472513.235740
3331821.087686,472512.316249
3331821.480911,472511.396806
3331821.874252,472510.477414
3331822.267707,472509.558070
3331822.661278,472508.638775
3331823.054963,472507.719530
3331823.448763,472506.800334
3331823.842678,472505.881187
3331824.236708,472504.962090
3331824.630853,472504.043041
3331825.025112,472503.124042
3331825.419487,472502.205092
3331825.813976,472501.286192
3331826.208581,472500.367341
3331826.603300,472499.448539
3331826.998134,472498.529786
3331827.393083,472497.611083
3331827.788146,472496.692430
3331828.183325,472495.773825
3331828.578618,472494.855270
3331828.974026,472493.936765
3331829.369549,472493.018309
3331829.765187,472492.099902
3331830.160940,472491.181545
3331830.556807,472490.263237
3331830.952789,472489.344979
3331831.348886,472488.426770
3331831.745098,472487.508611
3331832.141424,472486.590501
3331832.537865,472485.672441
3331832.934421,472484.754431
3331833.331092,472483.836470
3331833.727877,472482.918558
3331834.124778,472482.000697
3331834.521792,472481.082884
3331834.918922,472480.165122
3331835.316166,472479.247409
3331835.713525,472478.329746
3331836.110999,472477.412132
3331836.508588,472476.494568
3331836.906291,472475.577054
3331837.304109,472474.659590
3331837.702041,472473.742175
3331838.100088,472472.824810
3331838.498250,472471.907495
3331838.896527,472470.990230
3331839.294918,472470.073014
3331839.693424,472469.155848
3331840.092044,472468.238732
3331840.490779,472467.321666
3331840.889629,472466.404650
3331841.288594,472465.487683
3331841.687673,472464.570767
3331842.086866,472463.653900
3331842.486174,472462.737083
3331842.885597,472461.820317
3331843.285135,472460.903600
3331843.684787,472459.986933
3331844.084553,472459.070316
3331844.484434,472458.153749
3331844.884430,472457.237232
3331845.284540,472456.320765
3331845.684765,472455.404348
3331846.085104,472454.487981
3331846.485558,472453.571664
3331846.886127,472452.655397
3331847.286810,472451.739180
3331847.687607,472450.823014
3331848.088519,472449.906897
3331848.489546,472448.990831
3331848.890687,472448.074814
3331849.291942,472447.158848
3331849.693312,472446.242932
3331850.094797,472445.327066
3331850.496396,472444.411251
3331850.898109,472443.495485
3331851.299937,472442.579770
3331851.701880,472441.664105
3331852.103937,472440.748490
3331852.506108,472439.832926
3331852.908394,472438.917412
3331853.310794,472438.001948
3331853.713308,472437.086534
3331854.115937,472436.171171
3331854.518681,472435.255858
3331854.921539,472434.340596
3331855.324511,472433.425384
3331855.727598,472432.510222
3331856.130799,472431.595110
3331856.534114,472430.680049
3331856.937544,472429.765039
3331857.341088,472428.850079
3331857.744747,472427.935169
3331858.148520,472427.020310
3331858.552407,472426.105501
3331858.956408,472425.190743
3331859.360524,472424.276035
3331859.764755,472423.361378
3331860.169099,472422.446771
3331860.573558,472421.532215
3331860.978132,472420.617709
3331861.382819,472419.703254
3331861.787621,472418.788850
3331862.192537,472417.874496
3331862.597568,472416.960193
3331863.002712,472416.045940
3331863.407971,472415.131738
3331863.813345,472414.217587
3331864.218832,472413.303487
3331864.624434,472412.389437
3331865.030150,472411.475437
3331865.435981,472410.561489
3331865.841925,472409.647591
3331866.247984,472408.733744
3331866.654157,472407.819948
3331867.060444,472406.906203
3331867.466846,472405.992508
3331867.873361,472405.078864
3331868.279991,472404.165271
3331868.686735,472403.251729
3331869.093594,472402.338238
3331869.500566,472401.424798
3331869.907653,472400.511408
3331870.314853,472399.598069
3331870.722168,472398.684782
3331871.129598,472397.771545
3331871.537141,472396.858359
3331871.944798,472395.945224
3331872.352570,472395.032140
3331872.760455,472394.119107
3331873.168455,472393.206125
3331873.576569,472392.293194
3331873.984797,472391.380314
3331874.393139,472390.467485
3331874.801596,472389.554707
3331875.210166,472388.641980
3331875.618850,472387.729304
3331876.027649,472386.816680
3331876.436562,472385.904106
3331876.845588,472384.991584
3331877.254729,472384.079113
3331877.663984,472383.166692
3331878.073353,472382.254323
3331878.482835,472381.342006
3331878.892432,472380.429739
3331879.302143,472379.517524
3331879.711968,472378.605359
3331880.121907,472377.693246
3331880.531960,472376.781185
3331880.942127,472375.869174
3331881.352408,472374.957215
3331881.762803,472374.045307
3331882.173312,472373.133451
3331882.583935,472372.221645
3331882.994672,472371.309892
3331883.405523,472370.398189
3331883.816488,472369.486538
3331884.227566,472368.574938
3331884.638759,472367.663390
3331885.050066,472366.751893
3331885.461486,472365.840447
3331885.873021,472364.929053
3331886.284670,472364.017710
3331886.696432,472363.106419
3331887.108308,472362.195179
3331887.520298,472361.283991
3331887.932402,472360.372854
3331888.344620,472359.461769
3331888.756952,472358.550735
3331889.169398,472357.639753
3331889.581958,472356.728822
3331889.994631,472355.817943
3331890.407418,472354.907116
3331890.820320,472353.996340
3331891.233335,472353.085616
3331891.646463,472352.174943
3331892.059706,472351.264322
3331892.473063,472350.353753
3331892.886533,472349.443235
3331893.300117,472348.532769
3331893.713815,472347.622355
3331894.127627,472346.711993
3331894.541552,472345.801682
3331894.955592,472344.891423
3331895.369745,472343.981216
3331895.784012,472343.071060
3331896.198392,472342.160957
3331896.612887,472341.250905
3331897.027495,472340.340905
